"","GW3005","GW3314","GW4194","GW3030","GW4193","GW4283","GW3576","GW3582","GW3014","GW3047","GW4094","GW4377","GW4229","GW5970","GW5971","GW5998","GW3217","GW5854","GW3078","GW3134","GW4340","GW4409","GW5936","GW4507","GW3074","GW5894","GW6169","GW3294","GW3257","GW3265","GW3263","GW6114","GW4299","GW5889","GW4298","GW6134","GW4433","GW3065","GW4310","GW4301","GW4285","GW4434","GW5926","GW3068","GW4305","GW6053","GW3107","GW3108","GW3018","GW3124","GW3127","GW3125","GW3123","GW3077","GW3523","GW3010","GW4431","GW3122","GW4082","GW4284","GW4286","GW4374","GW4191","GW6026","GW6016","GW6198","GW5850","GW5973","GW6197","GW5796","GW3119","GW6193","GW3387","GW3443","GW3488","GW4420","GW3236","GW3250","GW6141","GW4440","GW5831","GW4293","GW4147","GW4476","GW6018","GW4249","GW4246","GW4187","GW4339","GW3145","GW4109","GW4146","GW4253","GW6139","GW6084","GW5967","GW5871","GW3528","GW3543","GW3364","GW3487","GW3479","GW3434","GW3320","GW3234","GW3248","GW3406","GW3246","GW3390","GW3233","GW3389","GW3240","GW3232","GW3491","GW3430","GW4436","GW4439","GW5910","GW5878","GW5907","GW5888","GW3405","GW6100","GW6087","GW6202","GW3420","GW3413","GW3409","GW3407","GW3398","GW3490","GW3410","GW3574","GW5876","GW6176","GW5930","GW3496","GW6186","GW5943","GW5915","GW3415","GW3448","GW3092","GW6015"
"GW6169",0.6067434761081,0.6081873655621,0.6043366869716,0.6040059290422,0.603494800942,0.6002449873807,0.615025774147,0.619449125957,0.620144553447,0.437674886647,0.499144133867,0.510968604027,0.313696460667,0.286229687733,0.293789196096,0.331031697044,0.333719736612,0.339337837716,0.326979002265,0.327924552538,0.341990292112,0.379846140211,0.386028461211,0.39605268241,0.30007760414,0.006586130602,0,0.377928829647,0.369499625412,0.371187327382,0.372943608651,0.340349645315,0.342597297812,0.349218919904,0.347505213348,0.346468212827,0.346687448416,0.345712617239,0.344390856532,0.374749637407,0.392964408877,0.363060497786,0.3633225624657,0.3626975078177,0.497668536497,0.554017812327,0.537488975155,0.539394481631,0.550144110743,0.743203789647,0.616484033527,0.585340525967,0.523440534917,0.552762084267,0.542509597447,0.551100085987,0.517054691207,0.561596071486,0.578140380699,0.575328293516,0.575952222552,0.569045399098,0.558015576697,0.557466182235,0.567930878193,0.567836754882,0.57511759791,0.568817738216,0.56674314029,0.564919855122,0.553162608371,0.619256556527,0.742483253557,0.727447145777,0.727916598754,0.523965995127,0.68797977558,0.691640976996,0.666694543628,0.604350193816,0.635650324635,0.634207395789,0.631534397345,0.636714548205,0.701711379408,0.711656564261,0.708646963936,0.704356309846,0.706765350038,0.713929679765,0.710001116961,0.70683242584,0.703160009939,0.642100038846,0.641567242388,0.640432458176,0.640645276196,0.650266568113,0.644909280338,0.644642020863,0.64795535962,0.646685215381,0.64722319651,0.649997020673,0.651766567123,0.656575544677,0.653426183274,0.653247802018,0.663397330274,0.661343776399,0.679211915612,0.658567391873,0.65591709032,0.646170179876,0.64465631063,0.614448600259,0.571000468317,0.800337039857,0.690915496447,0.674532142857,0.676207002553,0.685157347459,0.6943290255251,0.7061691654701,0.6958197350341,0.6921767145461,0.6899664997771,0.6870952127041,0.6883894766321,0.6860165686421,0.683675809308,0.685017297384,0.679980406035,0.677331478576,0.739767817087,0.845025965767,0.743112294527,0.733330477217,0.768863021467,0.770241113207,0.877525201107,0.833496262007,0.817631461627,0.802227458057
"GW3294",0.6657622616611,0.6672061511151,0.6633554725246,0.6630247145952,0.662513586495,0.6592637729337,0.6740445597,0.67846791151,0.679163339,0.4966936722,0.55816291942,0.56998738958,0.37271524622,0.345248473286,0.352807981649,0.390050482597,0.392738522165,0.398356623269,0.385997787818,0.386943338091,0.401009077665,0.438864925764,0.445047246764,0.455071467963,0.359096389693,0.377791865355,0.377928829647,0,0.194459323165,0.196147025135,0.197903306404,0.399368430868,0.401616083365,0.408237705457,0.406523998901,0.40548699838,0.405706233969,0.404731402792,0.403409642085,0.43376842296,0.45198319443,0.422079283339,0.4223413480187,0.4217162933707,0.55668732205,0.61303659788,0.596507760708,0.598413267184,0.609162896296,0.8022225752,0.67550281908,0.64435931152,0.58245932047,0.61178086982,0.601528383,0.61011887154,0.57607347676,0.620614857039,0.637159166252,0.634347079069,0.634971008105,0.628064184651,0.61703436225,0.616484967788,0.626949663746,0.626855540435,0.634136383463,0.627836523769,0.625761925843,0.623938640675,0.612181393924,0.67827534208,0.80150203911,0.78646593133,0.786935384307,0.58298478068,0.746998561133,0.750659762549,0.725713329181,0.663368979369,0.694669110188,0.693226181342,0.690553182898,0.695733333758,0.760730164961,0.770675349814,0.767665749489,0.763375095399,0.765784135591,0.772948465318,0.769019902514,0.765851211393,0.762178795492,0.701118824399,0.700586027941,0.699451243729,0.699664061749,0.709285353666,0.703928065891,0.703660806416,0.706974145173,0.705704000934,0.706241982063,0.709015806226,0.710785352676,0.71559433023,0.712444968827,0.712266587571,0.722416115827,0.720362561952,0.738230701165,0.717586177426,0.714935875873,0.705188965429,0.703675096183,0.673467385812,0.63001925387,0.85935582541,0.749934282,0.73355092841,0.735225788106,0.744176133012,0.7533478110781,0.7651879510231,0.7548385205871,0.7511955000991,0.7489852853301,0.7461139982571,0.7474082621851,0.7450353541951,0.742694594861,0.744036082937,0.738999191588,0.736350264129,0.79878660264,0.90404475132,0.80213108008,0.79234926277,0.82788180702,0.82925989876,0.93654398666,0.89251504756,0.87665024718,0.86124624361
"GW3257",0.6573330574261,0.6587769468801,0.6549262682896,0.6545955103602,0.65408438226,0.6508345686987,0.665615355465,0.670038707275,0.670734134765,0.488264467965,0.549733715185,0.561558185345,0.364286041985,0.336819269051,0.344378777414,0.381621278362,0.38430931793,0.389927419034,0.377568583583,0.378514133856,0.39257987343,0.430435721529,0.436618042529,0.446642263728,0.350667185458,0.36936266112,0.369499625412,0.194459323165,0,0.00521957064,0.006975851909,0.390939226633,0.39318687913,0.399808501222,0.398094794666,0.397057794145,0.397277029734,0.396302198557,0.39498043785,0.425339218725,0.443553990195,0.413650079104,0.4139121437837,0.4132870891357,0.548258117815,0.604607393645,0.588078556473,0.589984062949,0.600733692061,0.793793370965,0.667073614845,0.635930107285,0.574030116235,0.603351665585,0.593099178765,0.601689667305,0.567644272525,0.612185652804,0.628729962017,0.625917874834,0.62654180387,0.619634980416,0.608605158015,0.608055763553,0.618520459511,0.6184263362,0.625707179228,0.619407319534,0.617332721608,0.61550943644,0.603752189689,0.669846137845,0.793072834875,0.778036727095,0.778506180072,0.574555576445,0.738569356898,0.742230558314,0.717284124946,0.654939775134,0.686239905953,0.684796977107,0.682123978663,0.687304129523,0.752300960726,0.762246145579,0.759236545254,0.754945891164,0.757354931356,0.764519261083,0.760590698279,0.757422007158,0.753749591257,0.692689620164,0.692156823706,0.691022039494,0.691234857514,0.700856149431,0.695498861656,0.695231602181,0.698544940938,0.697274796699,0.697812777828,0.700586601991,0.702356148441,0.707165125995,0.704015764592,0.703837383336,0.713986911592,0.711933357717,0.72980149693,0.709156973191,0.706506671638,0.696759761194,0.695245891948,0.665038181577,0.621590049635,0.850926621175,0.741505077765,0.725121724175,0.726796583871,0.735746928777,0.7449186068431,0.7567587467881,0.7464093163521,0.7427662958641,0.7405560810951,0.7376847940221,0.7389790579501,0.7366061499601,0.734265390626,0.735606878702,0.730569987353,0.727921059894,0.790357398405,0.895615547085,0.793701875845,0.783920058535,0.819452602785,0.820830694525,0.928114782425,0.884085843325,0.868221042945,0.852817039375
"GW3265",0.6590207593961,0.6604646488501,0.6566139702596,0.6562832123302,0.65577208423,0.6525222706687,0.667303057435,0.671726409245,0.672421836735,0.489952169935,0.551421417155,0.563245887315,0.365973743955,0.338506971021,0.346066479384,0.383308980332,0.3859970199,0.391615121004,0.379256285553,0.380201835826,0.3942675754,0.432123423499,0.438305744499,0.448329965698,0.352354887428,0.37105036309,0.371187327382,0.196147025135,0.00521957064,0,0.006232313259,0.392626928603,0.3948745811,0.401496203192,0.399782496636,0.398745496115,0.398964731704,0.397989900527,0.39666813982,0.427026920695,0.445241692165,0.415337781074,0.4155998457537,0.4149747911057,0.549945819785,0.606295095615,0.589766258443,0.591671764919,0.602421394031,0.795481072935,0.668761316815,0.637617809255,0.575717818205,0.605039367555,0.594786880735,0.603377369275,0.569331974495,0.613873354774,0.630417663987,0.627605576804,0.62822950584,0.621322682386,0.610292859985,0.609743465523,0.620208161481,0.62011403817,0.627394881198,0.621095021504,0.619020423578,0.61719713841,0.605439891659,0.671533839815,0.794760536845,0.779724429065,0.780193882042,0.576243278415,0.740257058868,0.743918260284,0.718971826916,0.656627477104,0.687927607923,0.686484679077,0.683811680633,0.688991831493,0.753988662696,0.763933847549,0.760924247224,0.756633593134,0.759042633326,0.766206963053,0.762278400249,0.759109709128,0.755437293227,0.694377322134,0.693844525676,0.692709741464,0.692922559484,0.702543851401,0.697186563626,0.696919304151,0.700232642908,0.698962498669,0.699500479798,0.702274303961,0.704043850411,0.708852827965,0.705703466562,0.705525085306,0.715674613562,0.713621059687,0.7314891989,0.710844675161,0.708194373608,0.698447463164,0.696933593918,0.666725883547,0.623277751605,0.852614323145,0.743192779735,0.726809426145,0.728484285841,0.737434630747,0.7466063088131,0.7584464487581,0.7480970183221,0.7444539978341,0.7422437830651,0.7393724959921,0.7406667599201,0.7382938519301,0.735953092596,0.737294580672,0.732257689323,0.729608761864,0.792045100375,0.897303249055,0.795389577815,0.785607760505,0.821140304755,0.822518396495,0.929802484395,0.885773545295,0.869908744915,0.854504741345
"GW3263",0.6607770406651,0.6622209301191,0.6583702515286,0.6580394935992,0.657528365499,0.6542785519377,0.669059338704,0.673482690514,0.674178118004,0.491708451204,0.553177698424,0.565002168584,0.367730025224,0.34026325229,0.347822760653,0.385065261601,0.387753301169,0.393371402273,0.381012566822,0.381958117095,0.396023856669,0.433879704768,0.440062025768,0.450086246967,0.354111168697,0.372806644359,0.372943608651,0.197903306404,0.006975851909,0.006232313259,0,0.394383209872,0.396630862369,0.403252484461,0.401538777905,0.400501777384,0.400721012973,0.399746181796,0.398424421089,0.428783201964,0.446997973434,0.417094062343,0.4173561270227,0.4167310723747,0.551702101054,0.608051376884,0.591522539712,0.593428046188,0.6041776753,0.797237354204,0.670517598084,0.639374090524,0.577474099474,0.606795648824,0.596543162004,0.605133650544,0.571088255764,0.615629636043,0.632173945256,0.629361858073,0.629985787109,0.623078963655,0.612049141254,0.611499746792,0.62196444275,0.621870319439,0.629151162467,0.622851302773,0.620776704847,0.618953419679,0.607196172928,0.673290121084,0.796516818114,0.781480710334,0.781950163311,0.577999559684,0.742013340137,0.745674541553,0.720728108185,0.658383758373,0.689683889192,0.688240960346,0.685567961902,0.690748112762,0.755744943965,0.765690128818,0.762680528493,0.758389874403,0.760798914595,0.767963244322,0.764034681518,0.760865990397,0.757193574496,0.696133603403,0.695600806945,0.694466022733,0.694678840753,0.70430013267,0.698942844895,0.69867558542,0.701988924177,0.700718779938,0.701256761067,0.70403058523,0.70580013168,0.710609109234,0.707459747831,0.707281366575,0.717430894831,0.715377340956,0.733245480169,0.71260095643,0.709950654877,0.700203744433,0.698689875187,0.668482164816,0.625034032874,0.854370604414,0.744949061004,0.728565707414,0.73024056711,0.739190912016,0.7483625900821,0.7602027300271,0.7498532995911,0.7462102791031,0.7440000643341,0.7411287772611,0.7424230411891,0.7400501331991,0.737709373865,0.739050861941,0.734013970592,0.731365043133,0.793801381644,0.899059530324,0.797145859084,0.787364041774,0.822896586024,0.824274677764,0.931558765664,0.887529826564,0.871665026184,0.856261022614
"GW6114",0.4964673266491,0.4979112161031,0.4940605375126,0.4937297795832,0.493218651483,0.4899688379217,0.504749624688,0.509172976498,0.509868403988,0.327398737188,0.388867984408,0.400692454568,0.239521421368,0.212054648434,0.219614156797,0.256856657745,0.259544697313,0.265162798417,0.252803962966,0.253749513239,0.267815252813,0.305671100912,0.311853421912,0.321877643111,0.225902564841,0.340212681023,0.340349645315,0.399368430868,0.390939226633,0.392626928603,0.394383209872,0,0.010618756113,0.017240378205,0.015526671649,0.080502040528,0.080721276117,0.07974644494,0.078424684233,0.135671839908,0.153886611378,0.123982700287,0.1242447649667,0.1236197103187,0.387392387038,0.443741662868,0.427212825696,0.429118332172,0.439867961284,0.632927640188,0.506207884068,0.475064376508,0.413164385458,0.442485934808,0.432233447988,0.440823936528,0.406778541748,0.451319922027,0.46786423124,0.465052144057,0.465676073093,0.458769249639,0.447739427238,0.447190032776,0.457654728734,0.457560605423,0.464841448451,0.458541588757,0.456466990831,0.454643705663,0.442886458912,0.508980407068,0.632207104098,0.617170996318,0.617640449295,0.413689845668,0.577703626121,0.581364827537,0.556418394169,0.494074044357,0.525374175176,0.52393124633,0.521258247886,0.526438398746,0.591435229949,0.601380414802,0.598370814477,0.594080160387,0.596489200579,0.603653530306,0.599724967502,0.596556276381,0.59288386048,0.531823889387,0.531291092929,0.530156308717,0.530369126737,0.539990418654,0.534633130879,0.534365871404,0.537679210161,0.536409065922,0.536947047051,0.539720871214,0.541490417664,0.546299395218,0.543150033815,0.542971652559,0.553121180815,0.55106762694,0.568935766153,0.548291242414,0.545640940861,0.535894030417,0.534380161171,0.5041724508,0.460724318858,0.690060890398,0.580639346988,0.564255993398,0.565930853094,0.574881198,0.5840528760661,0.5958930160111,0.5855435855751,0.5819005650871,0.5796903503181,0.5768190632451,0.5781133271731,0.5757404191831,0.573399659849,0.574741147925,0.569704256576,0.567055329117,0.629491667628,0.734749816308,0.632836145068,0.623054327758,0.658586872008,0.659964963748,0.767249051648,0.723220112548,0.707355312168,0.691951308598
"GW4299",0.4987149791461,0.5001588686001,0.4963081900096,0.4959774320802,0.49546630398,0.4922164904187,0.506997277185,0.511420628995,0.512116056485,0.329646389685,0.391115636905,0.402940107065,0.241769073865,0.214302300931,0.221861809294,0.259104310242,0.26179234981,0.267410450914,0.255051615463,0.255997165736,0.27006290531,0.307918753409,0.314101074409,0.324125295608,0.228150217338,0.34246033352,0.342597297812,0.401616083365,0.39318687913,0.3948745811,0.396630862369,0.010618756113,0,0.014260804088,0.012547097532,0.082749693025,0.082968928614,0.081994097437,0.08067233673,0.137919492405,0.156134263875,0.126230352784,0.1264924174637,0.1258673628157,0.389640039535,0.445989315365,0.429460478193,0.431365984669,0.442115613781,0.635175292685,0.508455536565,0.477312029005,0.415412037955,0.444733587305,0.434481100485,0.443071589025,0.409026194245,0.453567574524,0.470111883737,0.467299796554,0.46792372559,0.461016902136,0.449987079735,0.449437685273,0.459902381231,0.45980825792,0.467089100948,0.460789241254,0.458714643328,0.45689135816,0.445134111409,0.511228059565,0.634454756595,0.619418648815,0.619888101792,0.415937498165,0.579951278618,0.583612480034,0.558666046666,0.496321696854,0.527621827673,0.526178898827,0.523505900383,0.528686051243,0.593682882446,0.603628067299,0.600618466974,0.596327812884,0.598736853076,0.605901182803,0.601972619999,0.598803928878,0.595131512977,0.534071541884,0.533538745426,0.532403961214,0.532616779234,0.542238071151,0.536880783376,0.536613523901,0.539926862658,0.538656718419,0.539194699548,0.541968523711,0.543738070161,0.548547047715,0.545397686312,0.545219305056,0.555368833312,0.553315279437,0.57118341865,0.550538894911,0.547888593358,0.538141682914,0.536627813668,0.506420103297,0.462971971355,0.692308542895,0.582886999485,0.566503645895,0.568178505591,0.577128850497,0.5863005285631,0.5981406685081,0.5877912380721,0.5841482175841,0.5819380028151,0.5790667157421,0.5803609796701,0.5779880716801,0.575647312346,0.576988800422,0.571951909073,0.569302981614,0.631739320125,0.736997468805,0.635083797565,0.625301980255,0.660834524505,0.662212616245,0.769496704145,0.725467765045,0.709602964665,0.694198961095
"GW5889",0.5053366012381,0.5067804906921,0.5029298121016,0.5025990541722,0.502087926072,0.4988381125107,0.513618899277,0.518042251087,0.518737678577,0.336268011777,0.397737258997,0.409561729157,0.248390695957,0.220923923023,0.228483431386,0.265725932334,0.268413971902,0.274032073006,0.261673237555,0.262618787828,0.276684527402,0.314540375501,0.320722696501,0.3307469177,0.23477183943,0.349081955612,0.349218919904,0.408237705457,0.399808501222,0.401496203192,0.403252484461,0.017240378205,0.014260804088,0,0.015457634144,0.089371315117,0.089590550706,0.088615719529,0.087293958822,0.144541114497,0.162755885967,0.132851974876,0.1331140395557,0.1324889849077,0.396261661627,0.452610937457,0.436082100285,0.437987606761,0.448737235873,0.641796914777,0.515077158657,0.483933651097,0.422033660047,0.451355209397,0.441102722577,0.449693211117,0.415647816337,0.460189196616,0.476733505829,0.473921418646,0.474545347682,0.467638524228,0.456608701827,0.456059307365,0.466524003323,0.466429880012,0.47371072304,0.467410863346,0.46533626542,0.463512980252,0.451755733501,0.517849681657,0.641076378687,0.626040270907,0.626509723884,0.422559120257,0.58657290071,0.590234102126,0.565287668758,0.502943318946,0.534243449765,0.532800520919,0.530127522475,0.535307673335,0.600304504538,0.610249689391,0.607240089066,0.602949434976,0.605358475168,0.612522804895,0.608594242091,0.60542555097,0.601753135069,0.540693163976,0.540160367518,0.539025583306,0.539238401326,0.548859693243,0.543502405468,0.543235145993,0.54654848475,0.545278340511,0.54581632164,0.548590145803,0.550359692253,0.555168669807,0.552019308404,0.551840927148,0.561990455404,0.559936901529,0.577805040742,0.557160517003,0.55451021545,0.544763305006,0.54324943576,0.513041725389,0.469593593447,0.698930164987,0.589508621577,0.573125267987,0.574800127683,0.583750472589,0.5929221506551,0.6047622906001,0.5944128601641,0.5907698396761,0.5885596249071,0.5856883378341,0.5869826017621,0.5846096937721,0.582268934438,0.583610422514,0.578573531165,0.575924603706,0.638360942217,0.743619090897,0.641705419657,0.631923602347,0.667456146597,0.668834238337,0.776118326237,0.732089387137,0.716224586757,0.700820583187
"GW4298",0.5036228946821,0.5050667841361,0.5012161055456,0.5008853476162,0.500374219516,0.4971244059547,0.511905192721,0.516328544531,0.517023972021,0.334554305221,0.396023552441,0.407848022601,0.246676989401,0.219210216467,0.22676972483,0.264012225778,0.266700265346,0.27231836645,0.259959530999,0.260905081272,0.274970820846,0.312826668945,0.319008989945,0.329033211144,0.233058132874,0.347368249056,0.347505213348,0.406523998901,0.398094794666,0.399782496636,0.401538777905,0.015526671649,0.012547097532,0.015457634144,0,0.087657608561,0.08787684415,0.086902012973,0.085580252266,0.142827407941,0.161042179411,0.13113826832,0.1314003329997,0.1307752783517,0.394547955071,0.450897230901,0.434368393729,0.436273900205,0.447023529317,0.640083208221,0.513363452101,0.482219944541,0.420319953491,0.449641502841,0.439389016021,0.447979504561,0.413934109781,0.45847549006,0.475019799273,0.47220771209,0.472831641126,0.465924817672,0.454894995271,0.454345600809,0.464810296767,0.464716173456,0.471997016484,0.46569715679,0.463622558864,0.461799273696,0.450042026945,0.516135975101,0.639362672131,0.624326564351,0.624796017328,0.420845413701,0.584859194154,0.58852039557,0.563573962202,0.50122961239,0.532529743209,0.531086814363,0.528413815919,0.533593966779,0.598590797982,0.608535982835,0.60552638251,0.60123572842,0.603644768612,0.610809098339,0.606880535535,0.603711844414,0.600039428513,0.53897945742,0.538446660962,0.53731187675,0.53752469477,0.547145986687,0.541788698912,0.541521439437,0.544834778194,0.543564633955,0.544102615084,0.546876439247,0.548645985697,0.553454963251,0.550305601848,0.550127220592,0.560276748848,0.558223194973,0.576091334186,0.555446810447,0.552796508894,0.54304959845,0.541535729204,0.511328018833,0.467879886891,0.697216458431,0.587794915021,0.571411561431,0.573086421127,0.582036766033,0.5912084440991,0.6030485840441,0.5926991536081,0.5890561331201,0.5868459183511,0.5839746312781,0.5852688952061,0.5828959872161,0.580555227882,0.581896715958,0.576859824609,0.57421089715,0.636647235661,0.741905384341,0.639991713101,0.630209895791,0.665742440041,0.667120531781,0.774404619681,0.730375680581,0.714510880201,0.699106876631
"GW6134",0.5025858941611,0.5040297836151,0.5001791050246,0.4998483470952,0.499337218995,0.4960874054337,0.5108681922,0.51529154401,0.5159869715,0.3335173047,0.39498655192,0.40681102208,0.24563998888,0.218173215946,0.225732724309,0.262975225257,0.265663264825,0.271281365929,0.258922530478,0.259868080751,0.273933820325,0.311789668424,0.317971989424,0.327996210623,0.232021132353,0.346331248535,0.346468212827,0.40548699838,0.397057794145,0.398745496115,0.400501777384,0.080502040528,0.082749693025,0.089371315117,0.087657608561,0,0.006927011629,0.028425998772,0.027104238065,0.14179040742,0.16000517889,0.130101267799,0.1303633324787,0.1297382778307,0.39351095455,0.44986023038,0.433331393208,0.435236899684,0.445986528796,0.6390462077,0.51232645158,0.48118294402,0.41928295297,0.44860450232,0.4383520155,0.44694250404,0.41289710926,0.457438489539,0.473982798752,0.471170711569,0.471794640605,0.464887817151,0.45385799475,0.453308600288,0.463773296246,0.463679172935,0.470960015963,0.464660156269,0.462585558343,0.460762273175,0.449005026424,0.51509897458,0.63832567161,0.62328956383,0.623759016807,0.41980841318,0.583822193633,0.587483395049,0.562536961681,0.500192611869,0.531492742688,0.530049813842,0.527376815398,0.532556966258,0.597553797461,0.607498982314,0.604489381989,0.600198727899,0.602607768091,0.609772097818,0.605843535014,0.602674843893,0.599002427992,0.537942456899,0.537409660441,0.536274876229,0.536487694249,0.546108986166,0.540751698391,0.540484438916,0.543797777673,0.542527633434,0.543065614563,0.545839438726,0.547608985176,0.55241796273,0.549268601327,0.549090220071,0.559239748327,0.557186194452,0.575054333665,0.554409809926,0.551759508373,0.542012597929,0.540498728683,0.510291018312,0.46684288637,0.69617945791,0.5867579145,0.57037456091,0.572049420606,0.580999765512,0.5901714435781,0.6020115835231,0.5916621530871,0.5880191325991,0.5858089178301,0.5829376307571,0.5842318946851,0.5818589866951,0.579518227361,0.580859715437,0.575822824088,0.573173896629,0.63561023514,0.74086838382,0.63895471258,0.62917289527,0.66470543952,0.66608353126,0.77336761916,0.72933868006,0.71347387968,0.69806987611
"GW4433",0.5028051297501,0.5042490192041,0.5003983406136,0.5000675826842,0.499556454584,0.4963066410227,0.511087427789,0.515510779599,0.516206207089,0.333736540289,0.395205787509,0.407030257669,0.245859224469,0.218392451535,0.225951959898,0.263194460846,0.265882500414,0.271500601518,0.259141766067,0.26008731634,0.274153055914,0.312008904013,0.318191225013,0.328215446212,0.232240367942,0.346550484124,0.346687448416,0.405706233969,0.397277029734,0.398964731704,0.400721012973,0.080721276117,0.082968928614,0.089590550706,0.08787684415,0.006927011629,0,0.028645234361,0.027323473654,0.142009643009,0.160224414479,0.130320503388,0.1305825680677,0.1299575134197,0.393730190139,0.450079465969,0.433550628797,0.435456135273,0.446205764385,0.639265443289,0.512545687169,0.481402179609,0.419502188559,0.448823737909,0.438571251089,0.447161739629,0.413116344849,0.457657725128,0.474202034341,0.471389947158,0.472013876194,0.46510705274,0.454077230339,0.453527835877,0.463992531835,0.463898408524,0.471179251552,0.464879391858,0.462804793932,0.460981508764,0.449224262013,0.515318210169,0.638544907199,0.623508799419,0.623978252396,0.420027648769,0.584041429222,0.587702630638,0.56275619727,0.500411847458,0.531711978277,0.530269049431,0.527596050987,0.532776201847,0.59777303305,0.607718217903,0.604708617578,0.600417963488,0.60282700368,0.609991333407,0.606062770603,0.602894079482,0.599221663581,0.538161692488,0.53762889603,0.536494111818,0.536706929838,0.546328221755,0.54097093398,0.540703674505,0.544017013262,0.542746869023,0.543284850152,0.546058674315,0.547828220765,0.552637198319,0.549487836916,0.54930945566,0.559458983916,0.557405430041,0.575273569254,0.554629045515,0.551978743962,0.542231833518,0.540717964272,0.510510253901,0.467062121959,0.696398693499,0.586977150089,0.570593796499,0.572268656195,0.581219001101,0.5903906791671,0.6022308191121,0.5918813886761,0.5882383681881,0.5860281534191,0.5831568663461,0.5844511302741,0.5820782222841,0.57973746295,0.581078951026,0.576042059677,0.573393132218,0.635829470729,0.741087619409,0.639173948169,0.629392130859,0.664924675109,0.666302766849,0.773586854749,0.729557915649,0.713693115269,0.698289111699
"GW3065",0.5018302985731,0.5032741880271,0.4994235094366,0.4990927515072,0.498581623407,0.4953318098457,0.510112596612,0.514535948422,0.515231375912,0.332761709112,0.394230956332,0.406055426492,0.244884393292,0.217417620358,0.224977128721,0.262219629669,0.264907669237,0.270525770341,0.25816693489,0.259112485163,0.273178224737,0.311034072836,0.317216393836,0.327240615035,0.231265536765,0.345575652947,0.345712617239,0.404731402792,0.396302198557,0.397989900527,0.399746181796,0.07974644494,0.081994097437,0.088615719529,0.086902012973,0.028425998772,0.028645234361,0,0.011436731493,0.141034811832,0.159249583302,0.129345672211,0.1296077368907,0.1289826822427,0.392755358962,0.449104634792,0.43257579762,0.434481304096,0.445230933208,0.638290612112,0.511570855992,0.480427348432,0.418527357382,0.447848906732,0.437596419912,0.446186908452,0.412141513672,0.456682893951,0.473227203164,0.470415115981,0.471039045017,0.464132221563,0.453102399162,0.4525530047,0.463017700658,0.462923577347,0.470204420375,0.463904560681,0.461829962755,0.460006677587,0.448249430836,0.514343378992,0.637570076022,0.622533968242,0.623003421219,0.419052817592,0.583066598045,0.586727799461,0.561781366093,0.499437016281,0.5307371471,0.529294218254,0.52662121981,0.53180137067,0.596798201873,0.606743386726,0.603733786401,0.599443132311,0.601852172503,0.60901650223,0.605087939426,0.601919248305,0.598246832404,0.537186861311,0.536654064853,0.535519280641,0.535732098661,0.545353390578,0.539996102803,0.539728843328,0.543042182085,0.541772037846,0.542310018975,0.545083843138,0.546853389588,0.551662367142,0.548513005739,0.548334624483,0.558484152739,0.556430598864,0.574298738077,0.553654214338,0.551003912785,0.541257002341,0.539743133095,0.509535422724,0.466087290782,0.695423862322,0.586002318912,0.569618965322,0.571293825018,0.580244169924,0.5894158479901,0.6012559879351,0.5909065574991,0.5872635370111,0.5850533222421,0.5821820351691,0.5834762990971,0.5811033911071,0.578762631773,0.580104119849,0.5750672285,0.572418301041,0.634854639552,0.740112788232,0.638199116992,0.628417299682,0.663949843932,0.665327935672,0.772612023572,0.728583084472,0.712718284092,0.697314280522
