"","GW3005","GW3010","GW3014","GW3018","GW3030","GW3047","GW3065","GW3068","GW3074","GW3077","GW3078","GW3092","GW3107","GW3108","GW3119","GW3122","GW3123","GW3124","GW3125","GW3127","GW3134","GW3145","GW3217","GW3232","GW3233","GW3234","GW3236","GW3240","GW3246","GW3248","GW3250","GW3257","GW3265","GW3294","GW3314","GW3320","GW3364","GW3387","GW3389","GW3390","GW3405","GW3406","GW3407","GW3409","GW3410","GW3413","GW3415","GW3420","GW3430","GW3443","GW3448","GW3479","GW3487","GW3488","GW3490","GW3491","GW3496","GW3523","GW3528","GW3543","GW3574","GW3576","GW3582","GW4082","GW4094","GW4109","GW4146","GW4147","GW4187","GW4191","GW4193","GW4194","GW4229","GW4246","GW4249","GW4253","GW4283","GW4284","GW4285","GW4286","GW4293","GW4298","GW4299","GW4301","GW4305","GW4310","GW4339","GW4340","GW4374","GW4377","GW4409","GW4420","GW4431","GW4433","GW4434","GW4436","GW4439","GW4440","GW4476","GW4507","GW5796","GW5831","GW5850","GW5854","GW5871","GW5876","GW5878","GW5888","GW5889","GW5894","GW5907","GW5910","GW5915","GW5926","GW5930","GW5936","GW5943","GW5967","GW5970","GW5973","GW5998","GW6015","GW6016","GW6018","GW6026","GW6053","GW6084","GW6114","GW6134","GW6139","GW6141","GW6169","GW6176","GW6186","GW6193","GW6197","GW6202"
"GW3387",0.6225661539511,0.62021586051,0.63596723129,0.619259885266,0.6198286068852,0.60647052077,0.637570076022,0.6545549666007,0.628036173083,0.62187785879,0.654937571208,0.69626509559,0.606604749678,0.608510256154,0.509346085334,0.517779548449,0.59255630944,0.81231956417,0.65445630049,0.68559980805,0.655883121481,0.536085322808,0.661678305555,0.478072733363,0.483499419442,0.473922210166,0.510135418623,0.480723034916,0.475403445061,0.47873118772,0.513796620039,0.793072834875,0.794760536845,0.80150203911,0.6240100434051,0.472152663716,0.466797663906,0,0.501367558655,0.485552973317,0.563790981422,0.475581826317,0.5670231105951,0.5657288466671,0.563650931347,0.5686001337401,0.75615883507,0.5708103485091,0.466811953673,0.48149551122,0.71212989597,0.468840858424,0.470111002663,0.481964964197,0.562309443271,0.468325822919,0.62174592849,0.61162537197,0.472422211156,0.467064923381,0.558614039998,0.63084845199,0.6352718038,0.534323857662,0.66793976799,0.532156760004,0.528988068883,0.453690040388,0.526511952889,0.51419905366,0.619317478785,0.6201593648146,0.64165502961,0.530802606979,0.533812207304,0.525315652982,0.6160676652237,0.531511770479,0.68482186766,0.532135699515,0.456363038832,0.639362672131,0.634454756595,0.66660709619,0.56678431102,0.636248315315,0.528920993081,0.669948861055,0.525228876061,0.67976423815,0.707804709154,0.34612163817,0.47323816817,0.638544907199,0.654917956569,0.436604243302,0.39315611136,0.426505836859,0.458870191248,0.724011251353,0.521103332085,0.457805967678,0.531301074873,0.667296406659,0.462800919239,0.555965112539,0.56954913041,0.554840636516,0.641076378687,0.742346289265,0.55316577682,0.67897067382,0.64887474717,0.6551800212487,0.72365959973,0.713987030154,0.64749665543,0.462588101219,0.614188256676,0.525001215179,0.658990265987,0.68086109202,0.524114355156,0.523867022451,0.513649659198,0.62313358685,0.463722885431,0.632207104098,0.63832567161,0.464255681889,0.488850186671,0.742483253557,0.61840145105,0.61196411118,0.57544003349,0.522926617253,0.5744533689971
"GW3389",0.5592948160061,0.556944522565,0.572695893345,0.555988547321,0.5565572689402,0.543199182825,0.574298738077,0.5912836286557,0.564764835138,0.558606520845,0.591666233263,0.632993757645,0.543333411733,0.545238918209,0.446074747389,0.454508210504,0.529284971495,0.749048226225,0.591184962545,0.622328470105,0.592611783536,0.144443764279,0.59840696761,0.036889816628,0.035644164295,0.044051857861,0.323866236978,0.025840309921,0.04111604422,0.048860835415,0.327527438394,0.72980149693,0.7314891989,0.738230701165,0.5607387054601,0.046749346753,0.054650691383,0.501367558655,0,0.03769771817,0.500519643477,0.041294425476,0.5037517726501,0.5024575087221,0.500379593402,0.5053287957951,0.692887497125,0.5075390105641,0.05000180808,0.486331450875,0.648858558025,0.056693885901,0.05796403014,0.486800903852,0.499038105326,0.051515677326,0.558474590545,0.548354034025,0.065047658287,0.059690370512,0.495342702053,0.567577114045,0.572000465855,0.471052519717,0.604668430045,0.140515201475,0.137346510354,0.069636783323,0.13487039436,0.450927715715,0.55604614084,0.5568880268696,0.578383691665,0.13916104845,0.142170648775,0.133674094453,0.5527963272787,0.468240432534,0.621550529715,0.46886436157,0.072309781767,0.576091334186,0.57118341865,0.603335758245,0.503512973075,0.57297697737,0.137279434552,0.60667752311,0.461957538116,0.616492900205,0.644533371209,0.235792053965,0.409966830225,0.575273569254,0.591646618624,0.074162011957,0.129835876635,0.087837077714,0.074816934183,0.660739913408,0.45783199414,0.073752710613,0.468029736928,0.604025068714,0.059716157642,0.492693774594,0.506277792465,0.491569298571,0.577805040742,0.67907495132,0.489894438875,0.615699335875,0.585603409225,0.5919086833037,0.660388261785,0.650715692209,0.584225317485,0.059503339622,0.550916918731,0.461729877234,0.595718928042,0.617589754075,0.460843017211,0.132225463922,0.450378321253,0.559862248905,0.060638123834,0.568935766153,0.575054333665,0.061170920292,0.302581005026,0.679211915612,0.555130113105,0.548692773235,0.512168695545,0.459655279308,0.5111820310521
"GW3390",0.5434802306681,0.541129937227,0.556881308007,0.540173961983,0.5407426836022,0.527384597487,0.558484152739,0.5754690433177,0.5489502498,0.542791935507,0.575851647925,0.617179172307,0.527518826395,0.529424332871,0.430260162051,0.438693625166,0.513470386157,0.733233640887,0.575370377207,0.606513884767,0.576797198198,0.128629178941,0.582592382272,0.02107523129,0.015986635631,0.028237272523,0.30805165164,0.017053194431,0.025301458882,0.033046250077,0.311712853056,0.713986911592,0.715674613562,0.722416115827,0.5449241201221,0.030934761415,0.038836106045,0.485552973317,0.03769771817,0,0.484705058139,0.025479840138,0.4879371873121,0.4866429233841,0.484565008064,0.4895142104571,0.677072911787,0.4917244252261,0.034187222742,0.470516865537,0.633043972687,0.040879300563,0.042149444802,0.470986318514,0.483223519988,0.035701091988,0.542660005207,0.532539448687,0.049233072949,0.043875785174,0.479528116715,0.551762528707,0.556185880517,0.455237934379,0.588853844707,0.124700616137,0.121531925016,0.053822197985,0.119055809022,0.435113130377,0.540231555502,0.5410734415316,0.562569106327,0.123346463112,0.126356063437,0.117859509115,0.5369817419407,0.452425847196,0.605735944377,0.453049776232,0.056495196429,0.560276748848,0.555368833312,0.587521172907,0.487698387737,0.557162392032,0.121464849214,0.590862937772,0.446142952778,0.600678314867,0.628718785871,0.219977468627,0.394152244887,0.559458983916,0.575832033286,0.058347426619,0.114021291297,0.072022492376,0.059002348845,0.64492532807,0.442017408802,0.057938125275,0.45221515159,0.588210483376,0.043901572304,0.476879189256,0.490463207127,0.475754713233,0.561990455404,0.663260365982,0.474079853537,0.599884750537,0.569788823887,0.5760940979657,0.644573676447,0.634901106871,0.568410732147,0.043688754284,0.535102333393,0.445915291896,0.579904342704,0.601775168737,0.445028431873,0.116410878584,0.434563735915,0.544047663567,0.044823538496,0.553121180815,0.559239748327,0.045356334954,0.286766419688,0.663397330274,0.539315527767,0.532878187897,0.496354110207,0.44384069397,0.4953674457141
"GW3405",0.5652402478531,0.562889954412,0.578641325192,0.561933979168,0.5625027007872,0.549144614672,0.580244169924,0.5972290605027,0.570710266985,0.564551952692,0.59761166511,0.555430612732,0.54927884358,0.551184350056,0.452020179236,0.460453642351,0.535230403342,0.754993658072,0.597130394392,0.628273901952,0.598557215383,0.53523740763,0.604352399457,0.477224818185,0.482651504264,0.473074294988,0.509287503445,0.479875119738,0.474555529883,0.477883272542,0.512948704861,0.735746928777,0.737434630747,0.744176133012,0.5666841373071,0.471304748538,0.465949748728,0.563790981422,0.500519643477,0.484705058139,0,0.474733911139,0.0126162960251,0.0113220320971,0.013743907017,0.0141933191701,0.550495447072,0.0164035339391,0.465964038495,0.548754873642,0.506466507972,0.467992943246,0.469263087485,0.549224326619,0.012402418941,0.467477907741,0.416082540492,0.554299465872,0.471574295978,0.466217008203,0.013681003878,0.573522545892,0.577945897702,0.476997951564,0.610613861892,0.531308844826,0.528140153705,0.45284212521,0.525664037711,0.456873147562,0.561991572687,0.5628334587166,0.584329123512,0.529954691801,0.532964292126,0.524467737804,0.5587417591257,0.474185864381,0.627495961562,0.474809793417,0.455515123654,0.582036766033,0.577128850497,0.609281190092,0.509458404922,0.578922409217,0.528073077903,0.612622954957,0.467902969963,0.622438332052,0.650478803056,0.345273722992,0.415912262072,0.581219001101,0.597592050471,0.435756328124,0.392308196182,0.425657921681,0.45802227607,0.666685345255,0.463777425987,0.4569580525,0.473975168775,0.609970500561,0.461953004061,0.016814978599,0.189562789672,0.027184664758,0.583750472589,0.685020383167,0.053018335202,0.298984333082,0.443211359172,0.5978541151507,0.517996211732,0.656661124056,0.441833267432,0.461740186041,0.556862350578,0.467675309081,0.601664359889,0.540026609162,0.466788449058,0.523019107273,0.4563237531,0.565807680752,0.462874970253,0.574881198,0.580999765512,0.463407766711,0.488002271493,0.685157347459,0.412738063052,0.406300723182,0.518114127392,0.465600711155,0.0200465544271
"GW3406",0.5335090836681,0.531158790227,0.546910161007,0.530202814983,0.5307715366022,0.517413450487,0.548513005739,0.5654978963177,0.5389791028,0.532820788507,0.565880500925,0.607208025307,0.517547679395,0.519453185871,0.420289015051,0.428722478166,0.503499239157,0.723262493887,0.565399230207,0.596542737767,0.566826051198,0.118658031941,0.572621235272,0.017999600184,0.023426286263,0.018266125523,0.29808050464,0.020649901737,0.012172325362,0.023075103077,0.301741706056,0.704015764592,0.705703466562,0.712444968827,0.5349529731221,0.020963614415,0.028864959045,0.475581826317,0.041294425476,0.025479840138,0.474733911139,0,0.4779660403121,0.4766717763841,0.474593861064,0.4795430634571,0.667101764787,0.4817532782261,0.024216075742,0.460545718537,0.623072825687,0.030908153563,0.032178297802,0.461015171514,0.473252372988,0.025729944988,0.532688858207,0.522568301687,0.039261925949,0.033904638174,0.469556969715,0.541791381707,0.546214733517,0.445266787379,0.578882697707,0.114729469137,0.111560778016,0.043851050985,0.109084662022,0.425141983377,0.530260408502,0.5311022945316,0.552597959327,0.113375316112,0.116384916437,0.107888362115,0.5270105949407,0.442454700196,0.595764797377,0.443078629232,0.046524049429,0.550305601848,0.545397686312,0.577550025907,0.477727240737,0.547191245032,0.111493702214,0.580891790772,0.436171805778,0.590707167867,0.618747638871,0.210006321627,0.384181097887,0.549487836916,0.565860886286,0.048376279619,0.104050144297,0.062051345376,0.049031201845,0.63495418107,0.432046261802,0.047966978275,0.44224400459,0.578239336376,0.033930425304,0.466908042256,0.480492060127,0.465783566233,0.552019308404,0.653289218982,0.464108706537,0.589913603537,0.559817676887,0.5661229509657,0.634602529447,0.624929959871,0.558439585147,0.033717607284,0.525131186393,0.435944144896,0.569933195704,0.591804021737,0.435057284873,0.106439731584,0.424592588915,0.534076516567,0.034852391496,0.543150033815,0.549268601327,0.035385187954,0.276795272688,0.653426183274,0.529344380767,0.522907040897,0.486382963207,0.43386954697,0.4853962987141
"GW3407",0.5684723770262,0.5661220835851,0.5818734543651,0.5651661083411,0.5657348299603,0.5523767438451,0.5834762990971,0.6004611896758,0.5739423961581,0.5677840818651,0.6008437942831,0.5586627419051,0.5525109727531,0.5544164792291,0.4552523084091,0.4636857715241,0.5384625325151,0.7582257872451,0.6003625235651,0.6315060311251,0.6017893445561,0.5384695368031,0.6075845286301,0.4804569473581,0.4858836334371,0.4763064241611,0.5125196326181,0.4831072489111,0.4777876590561,0.4811154017151,0.5161808340341,0.7389790579501,0.7406667599201,0.7474082621851,0.5699162664802,0.4745368777111,0.4691818779011,0.5670231105951,0.5037517726501,0.4879371873121,0.0126162960251,0.4779660403121,0,0.004377628892,0.0169760361901,0.015750998575,0.5537275762451,0.017961213344,0.4691961676681,0.5519870028151,0.5096986371451,0.4712250724191,0.4724952166581,0.5524564557921,0.0156345481141,0.4707100369141,0.4193146696651,0.5575315950451,0.4748064251511,0.4694491373761,0.0169131330511,0.5767546750651,0.5811780268751,0.4802300807371,0.6138459910651,0.5345409739991,0.5313722828781,0.4560742543831,0.5288961668841,0.4601052767351,0.5652237018601,0.5660655878897,0.5875612526851,0.5331868209741,0.5361964212991,0.5276998669771,0.5619738882988,0.4774179935541,0.6307280907351,0.4780419225901,0.4587472528271,0.5852688952061,0.5803609796701,0.6125133192651,0.5126905340951,0.5821545383901,0.5313052070761,0.6158550841301,0.4711350991361,0.6256704612251,0.6537109322291,0.3485058521651,0.4191443912451,0.5844511302741,0.6008241796441,0.4389884572971,0.3955403253551,0.4288900508541,0.4612544052431,0.6699174744281,0.4670095551601,0.4601901816731,0.4772072979481,0.6132026297341,0.4651851332341,0.0200471077721,0.1927949188451,0.0304167939311,0.5869826017621,0.6882525123401,0.0562504643751,0.3022164622551,0.4464434883451,0.6010862443238,0.5212283409051,0.6598932532291,0.4450653966051,0.4649723152141,0.5600944797511,0.4709074382541,0.6048964890621,0.5432587383351,0.4700205782311,0.5262512364461,0.4595558822731,0.5690398099251,0.4661070994261,0.5781133271731,0.5842318946851,0.4666398958841,0.4912344006661,0.6883894766321,0.4159701922251,0.4095328523551,0.5213462565651,0.4688328403281,0.021604233832
"GW3409",0.5671781130982,0.5648278196571,0.5805791904371,0.5638718444131,0.5644405660323,0.5510824799171,0.5821820351691,0.5991669257478,0.5726481322301,0.5664898179371,0.5995495303551,0.5573684779771,0.5512167088251,0.5531222153011,0.4539580444811,0.4623915075961,0.5371682685871,0.7569315233171,0.5990682596371,0.6302117671971,0.6004950806281,0.5371752728751,0.6062902647021,0.4791626834301,0.4845893695091,0.4750121602331,0.5112253686901,0.4818129849831,0.4764933951281,0.4798211377871,0.5148865701061,0.7376847940221,0.7393724959921,0.7461139982571,0.5686220025522,0.4732426137831,0.4678876139731,0.5657288466671,0.5024575087221,0.4866429233841,0.0113220320971,0.4766717763841,0.004377628892,0,0.0156817722621,0.014456734647,0.5524333123171,0.016666949416,0.4679019037401,0.5506927388871,0.5084043732171,0.4699308084911,0.4712009527301,0.5511621918641,0.0143402841861,0.4694157729861,0.4180204057371,0.5562373311171,0.4735121612231,0.4681548734481,0.0156188691231,0.5754604111371,0.5798837629471,0.4789358168091,0.6125517271371,0.5332467100711,0.5300780189501,0.4547799904551,0.5276019029561,0.4588110128071,0.5639294379321,0.5647713239617,0.5862669887571,0.5318925570461,0.5349021573711,0.5264056030491,0.5606796243708,0.4761237296261,0.6294338268071,0.4767476586621,0.4574529888991,0.5839746312781,0.5790667157421,0.6112190553371,0.5113962701671,0.5808602744621,0.5300109431481,0.6145608202021,0.4698408352081,0.6243761972971,0.6524166683011,0.3472115882371,0.4178501273171,0.5831568663461,0.5995299157161,0.4376941933691,0.3942460614271,0.4275957869261,0.4599601413151,0.6686232105001,0.4657152912321,0.4588959177451,0.4759130340201,0.6119083658061,0.4638908693061,0.0187528438441,0.1915006549171,0.0291225300031,0.5856883378341,0.6869582484121,0.0549562004471,0.3009221983271,0.4451492244171,0.5997919803958,0.5199340769771,0.6585989893011,0.4437711326771,0.4636780512861,0.5588002158231,0.4696131743261,0.6036022251341,0.5419644744071,0.4687263143031,0.5249569725181,0.4582616183451,0.5677455459971,0.4648128354981,0.5768190632451,0.5829376307571,0.4653456319561,0.4899401367381,0.6870952127041,0.4146759282971,0.4082385884271,0.5200519926371,0.4675385764001,0.020309969904
"GW3410",0.5651001977781,0.562749904337,0.578501275117,0.561793929093,0.5623626507122,0.549004564597,0.580104119849,0.5970890104277,0.57057021691,0.564411902617,0.597471615035,0.555290562657,0.549138793505,0.551044299981,0.451880129161,0.460313592276,0.535090353267,0.754853607997,0.596990344317,0.628133851877,0.598417165308,0.535097357555,0.604212349382,0.47708476811,0.482511454189,0.472934244913,0.50914745337,0.479735069663,0.474415479808,0.477743222467,0.512808654786,0.735606878702,0.737294580672,0.744036082937,0.5665440872321,0.471164698463,0.465809698653,0.563650931347,0.500379593402,0.484565008064,0.013743907017,0.474593861064,0.0169760361901,0.0156817722621,0,0.0185530593351,0.550355396997,0.0207632741041,0.46582398842,0.548614823567,0.506326457897,0.467852893171,0.46912303741,0.549084276544,0.009102265346,0.467337857666,0.415942490417,0.554159415797,0.471434245903,0.466076958128,0.013540953803,0.573382495817,0.577805847627,0.476857901489,0.610473811817,0.531168794751,0.52800010363,0.452702075135,0.525523987636,0.456733097487,0.561851522612,0.5626934086416,0.584189073437,0.529814641726,0.532824242051,0.524327687729,0.5586017090507,0.474045814306,0.627355911487,0.474669743342,0.455375073579,0.581896715958,0.576988800422,0.609141140017,0.509318354847,0.578782359142,0.527933027828,0.612482904882,0.467762919888,0.622298281977,0.650338752981,0.345133672917,0.415772211997,0.581078951026,0.597452000396,0.435616278049,0.392168146107,0.425517871606,0.457882225995,0.66654529518,0.463637375912,0.456818002425,0.4738351187,0.609830450486,0.461812953986,0.016674928524,0.189422739597,0.027044614683,0.583610422514,0.684880333092,0.052878285127,0.298844283007,0.443071309097,0.5977140650757,0.517856161657,0.656521073981,0.441693217357,0.461600135966,0.556722300503,0.467535259006,0.601524309814,0.539886559087,0.466648398983,0.522879057198,0.456183703025,0.565667630677,0.462734920178,0.574741147925,0.580859715437,0.463267716636,0.487862221418,0.685017297384,0.412598012977,0.406160673107,0.517974077317,0.46546066108,0.0244062945921
"GW3413",0.5700494001712,0.5676991067301,0.5834504775101,0.5667431314861,0.5673118531053,0.5539537669901,0.5850533222421,0.6020382128208,0.5755194193031,0.5693611050101,0.6024208174281,0.5602397650501,0.5540879958981,0.5559935023741,0.4568293315541,0.4652627946691,0.5400395556601,0.7598028103901,0.6019395467101,0.6330830542701,0.6033663677011,0.5400465599481,0.6091615517751,0.4820339705031,0.4874606565821,0.4778834473061,0.5140966557631,0.4846842720561,0.4793646822011,0.4826924248601,0.5177578571791,0.7405560810951,0.7422437830651,0.7489852853301,0.5714932896252,0.4761139008561,0.4707589010461,0.5686001337401,0.5053287957951,0.4895142104571,0.0141933191701,0.4795430634571,0.015750998575,0.014456734647,0.0185530593351,0,0.5553045993901,0.016561802425,0.4707731908131,0.5535640259601,0.5112756602901,0.4728020955641,0.4740722398031,0.5540334789371,0.0172115712591,0.4722870600591,0.4208916928101,0.5591086181901,0.4763834482961,0.4710261605211,0.0184901561961,0.5783316982101,0.5827550500201,0.4818071038821,0.6154230142101,0.5361179971441,0.5329493060231,0.4576512775281,0.5304731900291,0.4616822998801,0.5668007250051,0.5676426110347,0.5891382758301,0.5347638441191,0.5377734444441,0.5292768901221,0.5635509114438,0.4789950166991,0.6323051138801,0.4796189457351,0.4603242759721,0.5868459183511,0.5819380028151,0.6140903424101,0.5142675572401,0.5837315615351,0.5328822302211,0.6174321072751,0.4727121222811,0.6272474843701,0.6552879553741,0.3500828753101,0.4207214143901,0.5860281534191,0.6024012027891,0.4405654804421,0.3971173485001,0.4304670739991,0.4628314283881,0.6714944975731,0.4685865783051,0.4617672048181,0.4787843210931,0.6147796528791,0.4667621563791,0.0216241309171,0.1943719419901,0.0319938170761,0.5885596249071,0.6898295354851,0.0578274875201,0.3037934854001,0.4480205114901,0.6026632674688,0.5228053640501,0.6614702763741,0.4466424197501,0.4665493383591,0.5616715028961,0.4724844613991,0.6064735122071,0.5448357614801,0.4715976013761,0.5278282595911,0.4611329054181,0.5706168330701,0.4676841225711,0.5796903503181,0.5858089178301,0.4682169190291,0.4928114238111,0.6899664997771,0.4175472153701,0.4111098755001,0.5229232797101,0.4704098634731,0.020204822913
"GW3415",0.7576081015011,0.75525780806,0.77100917884,0.754301832816,0.7548705544352,0.74151246832,0.772612023572,0.7895969141507,0.763078120633,0.75691980634,0.789979518758,0.74779846638,0.741646697228,0.743552203704,0.644388032884,0.652821495999,0.72759825699,0.94736151172,0.78949824804,0.8206417556,0.790925069031,0.727605261278,0.796720253105,0.669592671833,0.675019357912,0.665442148636,0.701655357093,0.672242973386,0.666923383531,0.67025112619,0.705316558509,0.928114782425,0.929802484395,0.93654398666,0.7590519909551,0.663672602186,0.658317602376,0.75615883507,0.692887497125,0.677072911787,0.550495447072,0.667101764787,0.5537275762451,0.5524333123171,0.550355396997,0.5553045993901,0,0.5575148141591,0.658331892143,0.74112272729,0.3310516007,0.660360796894,0.661630941133,0.741592180267,0.549013908921,0.659845761389,0.50046077892,0.74666731952,0.663942149626,0.658584861851,0.545318505648,0.76589039954,0.77031375135,0.669365805212,0.80298171554,0.723676698474,0.720508007353,0.645209978858,0.718031891359,0.64924100121,0.754359426335,0.7552013123646,0.77669697716,0.722322545449,0.725332145774,0.716835591452,0.7511096127737,0.666553718029,0.81986381521,0.667177647065,0.647882977302,0.774404619681,0.769496704145,0.80164904374,0.70182625857,0.771290262865,0.720440931551,0.804990808605,0.660270823611,0.8148061857,0.842846656704,0.53764157664,0.60828011572,0.773586854749,0.789959904119,0.628124181772,0.58467604983,0.618025775329,0.650390129718,0.859053198903,0.656145279635,0.649325906148,0.666343022423,0.802338354209,0.654320857709,0.542669578189,0.55625359606,0.541545102166,0.776118326237,0.877388236815,0.53987024247,0.66567513947,0.34032377852,0.7902219687987,0.60237445016,0.849028977704,0.33894568678,0.654108039689,0.749230204226,0.660043162729,0.794032213537,0.73239446281,0.659156302706,0.715386960921,0.648691606748,0.7581755344,0.655242823901,0.767249051648,0.77336761916,0.655775620359,0.680370125141,0.877525201107,0.49711630148,0.49067896161,0.71048198104,0.657968564803,0.5611578346471
"GW3420",0.5722596149402,0.5699093214991,0.5856606922791,0.5689533462551,0.5695220678743,0.5561639817591,0.5872635370111,0.6042484275898,0.5777296340721,0.5715713197791,0.6046310321971,0.5624499798191,0.5562982106671,0.5582037171431,0.4590395463231,0.4674730094381,0.5422497704291,0.7620130251591,0.6041497614791,0.6352932690391,0.6055765824701,0.5422567747171,0.6113717665441,0.4842441852721,0.4896708713511,0.4800936620751,0.5163068705321,0.4868944868251,0.4815748969701,0.4849026396291,0.5199680719481,0.7427662958641,0.7444539978341,0.7511955000991,0.5737035043942,0.4783241156251,0.4729691158151,0.5708103485091,0.5075390105641,0.4917244252261,0.0164035339391,0.4817532782261,0.017961213344,0.016666949416,0.0207632741041,0.016561802425,0.5575148141591,0,0.4729834055821,0.5557742407291,0.5134858750591,0.4750123103331,0.4762824545721,0.5562436937061,0.0194217860281,0.4744972748281,0.4231019075791,0.5613188329591,0.4785936630651,0.4732363752901,0.0207003709651,0.5805419129791,0.5849652647891,0.4840173186511,0.6176332289791,0.5383282119131,0.5351595207921,0.4598614922971,0.5326834047981,0.4638925146491,0.5690109397741,0.5698528258037,0.5913484905991,0.5369740588881,0.5399836592131,0.5314871048911,0.5657611262128,0.4812052314681,0.6345153286491,0.4818291605041,0.4625344907411,0.5890561331201,0.5841482175841,0.6163005571791,0.5164777720091,0.5859417763041,0.5350924449901,0.6196423220441,0.4749223370501,0.6294576991391,0.6574981701431,0.3522930900791,0.4229316291591,0.5882383681881,0.6046114175581,0.4427756952111,0.3993275632691,0.4326772887681,0.4650416431571,0.6737047123421,0.4707967930741,0.4639774195871,0.4809945358621,0.6169898676481,0.4689723711481,0.0238343456861,0.1965821567591,0.0342040318451,0.5907698396761,0.6920397502541,0.0600377022891,0.3060037001691,0.4502307262591,0.6048734822378,0.5250155788191,0.6636804911431,0.4488526345191,0.4687595531281,0.5638817176651,0.4746946761681,0.6086837269761,0.5470459762491,0.4738078161451,0.5300384743601,0.4633431201871,0.5728270478391,0.4698943373401,0.5819005650871,0.5880191325991,0.4704271337981,0.4950216385801,0.6921767145461,0.4197574301391,0.4133200902691,0.5251334944791,0.4726200782421,0.017848153932
"GW3430",0.5247392110241,0.522388917583,0.538140288363,0.521432942339,0.5220016639582,0.508643577843,0.539743133095,0.5567280236737,0.530209230156,0.524050915863,0.557110628281,0.598438152663,0.508777806751,0.510683313227,0.411519142407,0.419952605522,0.494729366513,0.714492621243,0.556629357563,0.587772865123,0.558056178554,0.109888159297,0.563851362628,0.026706982788,0.032133668867,0.022556459591,0.289310631996,0.029357284341,0.024037694486,0.027365437145,0.292971833412,0.695245891948,0.696933593918,0.703675096183,0.5261831004781,0.020786913141,0.020095086401,0.466811953673,0.05000180808,0.034187222742,0.465964038495,0.024216075742,0.4691961676681,0.4679019037401,0.46582398842,0.4707731908131,0.658331892143,0.4729834055821,0,0.451775845893,0.614302953043,0.022138280919,0.023408425158,0.45224529887,0.464482500344,0.013903210724,0.523918985563,0.513798429043,0.030492053305,0.02513476553,0.460787097071,0.533021509063,0.537444860873,0.436496914735,0.570112825063,0.105959596493,0.102790905372,0.035081178341,0.100314789378,0.416372110733,0.521490535858,0.5223324218876,0.543828086683,0.104605443468,0.107615043793,0.099118489471,0.5182407222967,0.433684827552,0.586994924733,0.434308756588,0.037754176785,0.541535729204,0.536627813668,0.568780153263,0.468957368093,0.538421372388,0.10272382957,0.572121918128,0.427401933134,0.581937295223,0.609977766227,0.201236448983,0.375411225243,0.540717964272,0.557091013642,0.039606406975,0.095280271653,0.053281472732,0.040261329201,0.626184308426,0.423276389158,0.039197105631,0.433474131946,0.569469463732,0.02516055266,0.458138169612,0.471722187483,0.457013693589,0.54324943576,0.644519346338,0.455338833893,0.581143730893,0.551047804243,0.5573530783217,0.625832656803,0.616160087227,0.549669712503,0.02494773464,0.516361313749,0.427174272252,0.56116332306,0.583034149093,0.426287412229,0.09766985894,0.415822716271,0.525306643923,0.026082518852,0.534380161171,0.540498728683,0.02661531531,0.268025400044,0.64465631063,0.520574508123,0.514137168253,0.477613090563,0.425099674326,0.4766264260701
"GW3443",0.6075300461711,0.60517975273,0.62093112351,0.604223777486,0.6047924991052,0.59143441299,0.622533968242,0.6395188588207,0.613000065303,0.60684175101,0.639901463428,0.68122898781,0.591568641898,0.593474148374,0.494309977554,0.502743440669,0.57752020166,0.79728345639,0.63942019271,0.67056370027,0.640847013701,0.521049215028,0.646642197775,0.463036625583,0.468463311662,0.458886102386,0.495099310843,0.465686927136,0.460367337281,0.46369507994,0.498760512259,0.778036727095,0.779724429065,0.78646593133,0.6089739356251,0.457116555936,0.451761556126,0.48149551122,0.486331450875,0.470516865537,0.548754873642,0.460545718537,0.5519870028151,0.5506927388871,0.548614823567,0.5535640259601,0.74112272729,0.5557742407291,0.451775845893,0,0.69709378819,0.453804750644,0.455074894883,0.002946348817,0.547273335491,0.453289715139,0.60670982071,0.59658926419,0.457386103376,0.452028815601,0.543577932218,0.61581234421,0.62023569602,0.519287749882,0.65290366021,0.517120652224,0.513951961103,0.438653932608,0.511475845109,0.49916294588,0.604281371005,0.6051232570346,0.62661892183,0.515766499199,0.518776099524,0.510279545202,0.6010315574437,0.516475662699,0.66978575988,0.517099591735,0.441326931052,0.624326564351,0.619418648815,0.65157098841,0.55174820324,0.621212207535,0.513884885301,0.654912753275,0.510192768281,0.66472813037,0.692768601374,0.33108553039,0.45820206039,0.623508799419,0.639881848789,0.421568135522,0.37812000358,0.411469729079,0.443834083468,0.708975143573,0.506067224305,0.442769859898,0.516264967093,0.652260298879,0.447764811459,0.540929004759,0.55451302263,0.539804528736,0.626040270907,0.727310181485,0.53812966904,0.66393456604,0.63383863939,0.6401439134687,0.70862349195,0.698950922374,0.63246054765,0.447551993439,0.599152148896,0.509965107399,0.643954158207,0.66582498424,0.509078247376,0.508830914671,0.498613551418,0.60809747907,0.448686777651,0.617170996318,0.62328956383,0.449219574109,0.473814078891,0.727447145777,0.60336534327,0.5969280034,0.56040392571,0.507890509473,0.5594172612171
